Area,Sample_number,Survey_sampleID,Latitude,Longitude,Depth,Family,Species,MaxN,Habitat,Habitat2,Year,Sampling_period
TMNP,29,113,,,7,Scyliorhinidae,Haploblepharus edwardsii,3,Reef,,2012,Spring_summer_2012
TMNP,29,113,,,7,Scyliorhinidae,Haploblepharus pictus,2,Reef,,2012,Spring_summer_2012
TMNP,29,113,,,7,Sparidae,Pachymetopon aeneum,1,Reef,,2012,Spring_summer_2012
TMNP,29,113,,,7,Sparidae,Pachymetopon blochii,5,Reef,,2012,Spring_summer_2012
TMNP,29,113,,,7,Parascorpididae,Parascorpis typus,2,Reef,,2012,Spring_summer_2012
TMNP,29,113,,,7,Sparidae,Petrus rupestris,1,Reef,,2012,Spring_summer_2012
TMNP,29,113,,,7,Scyliorhinidae,Poroderma africanum,1,Reef,,2012,Spring_summer_2012
TMNP,29,113,,,7,Sparidae,Spondyliosoma emarginatum,1,Reef,,2012,Spring_summer_2012
TMNP,30,114,,,7,Sparidae,Chrysoblephus laticeps,1,Reef,,2012,Spring_summer_2012
TMNP,30,114,,,7,Clinidae,Clinus superciliosus,1,Reef,,2012,Spring_summer_2012
TMNP,30,114,,,7,Scyliorhinidae,Haploblepharus edwardsii,3,Reef,,2012,Spring_summer_2012
TMNP,30,114,,,7,Scyliorhinidae,Haploblepharus pictus,1,Reef,,2012,Spring_summer_2012
TMNP,30,114,,,7,Sparidae,Pachymetopon aeneum,2,Reef,,2012,Spring_summer_2012
TMNP,30,114,,,7,Sparidae,Pachymetopon blochii,10,Reef,,2012,Spring_summer_2012
TMNP,30,114,,,7,Sparidae,Petrus rupestris,1,Reef,,2012,Spring_summer_2012
TMNP,30,114,,,7,Scyliorhinidae,Poroderma africanum,3,Reef,,2012,Spring_summer_2012
TMNP,30,114,,,7,Scyliorhinidae,Poroderma pantherinum,1,Reef,,2012,Spring_summer_2012
TMNP,30,114,,,7,Sparidae,Rhabdosargus globiceps,1,Reef,,2012,Spring_summer_2012
TMNP,31,132,,,7,Gobiidae,Caffrogobius nudiceps,1,Reef,,2012,Spring_summer_2012
TMNP,31,132,,,7,Cheilodactylidae,Chirodactylus brachydactylus,1,Reef,,2012,Spring_summer_2012
TMNP,31,132,,,7,Sparidae,Chrysoblephus laticeps,4,Reef,,2012,Spring_summer_2012
TMNP,31,132,,,7,Clinidae,Clinus superciliosus,2,Reef,,2012,Spring_summer_2012
TMNP,31,132,,,7,Ariidae,Galeichthys feliceps,1,Reef,,2012,Spring_summer_2012
TMNP,31,132,,,7,Scyliorhinidae,Haploblepharus edwardsii,2,Reef,,2012,Spring_summer_2012
TMNP,31,132,,,7,Myliobatidae,Myliobatis aquila,2,Reef,,2012,Spring_summer_2012
TMNP,31,132,,,7,Sparidae,Pachymetopon blochii,6,Reef,,2012,Spring_summer_2012
TMNP,31,132,,,7,Scyliorhinidae,Poroderma pantherinum,1,Reef,,2012,Spring_summer_2012
TMNP,31,132,,,7,Sparidae,Sarpa salpa,42,Reef,,2012,Spring_summer_2012
TMNP,31,132,,,7,Sparidae,Spondyliosoma emarginatum,3,Reef,,2012,Spring_summer_2012
TMNP,32,134,,,7,Sparidae,Chrysoblephus laticeps,3,Reef,,2012,Spring_summer_2012
TMNP,32,134,,,7,Scyliorhinidae,Haploblepharus pictus,1,Reef,,2012,Spring_summer_2012
TMNP,32,134,,,7,Sparidae,Pachymetopon blochii,2,Reef,,2012,Spring_summer_2012
TMNP,32,134,,,7,Scyliorhinidae,Poroderma africanum,1,Reef,,2012,Spring_summer_2012
TMNP,33,143,,,7,Sparidae,Chrysoblephus laticeps,2,Kelp,,2012,Spring_summer_2012
TMNP,33,143,,,7,Clinidae,Clinus superciliosus,2,Kelp,,2012,Spring_summer_2012
TMNP,33,143,,,7,Scyliorhinidae,Haploblepharus edwardsii,3,Kelp,,2012,Spring_summer_2012
TMNP,33,143,,,7,Sparidae,Pachymetopon blochii,2,Kelp,,2012,Spring_summer_2012
TMNP,33,143,,,7,Scyliorhinidae,Poroderma africanum,1,Kelp,,2012,Spring_summer_2012
TMNP,33,143,,,7,Scyliorhinidae,Poroderma pantherinum,1,Kelp,,2012,Spring_summer_2012
TMNP,34,107,,,8,Sparidae,Boopsoidea inornata,1,Kelp,,2012,Spring_summer_2012
TMNP,34,107,,,8,Cheilodactylidae,Cheilodactylus fasciatus,1,Kelp,,2012,Spring_summer_2012
TMNP,34,107,,,8,Cheilodactylidae,Chirodactylus brachydactylus,2,Kelp,,2012,Spring_summer_2012
TMNP,34,107,,,8,Sparidae,Chrysoblephus laticeps,5,Kelp,,2012,Spring_summer_2012
TMNP,34,107,,,8,Clinidae,Clinus superciliosus,1,Kelp,,2012,Spring_summer_2012
TMNP,34,107,,,8,Sparidae,Diplodus capensis,1,Kelp,,2012,Spring_summer_2012
TMNP,34,107,,,8,Sparidae,Diplodus hottentotus,1,Kelp,,2012,Spring_summer_2012
TMNP,34,107,,,8,Scyliorhinidae,Haploblepharus edwardsii,1,Kelp,,2012,Spring_summer_2012
TMNP,34,107,,,8,Scyliorhinidae,Haploblepharus pictus,3,Kelp,,2012,Spring_summer_2012
TMNP,34,107,,,8,Oplegnathidae,Oplegnathus conwayi,1,Kelp,,2012,Spring_summer_2012
TMNP,34,107,,,8,Sparidae,Pachymetopon blochii,5,Kelp,,2012,Spring_summer_2012
TMNP,34,107,,,8,Parascorpididae,Parascorpis typus,1,Kelp,,2012,Spring_summer_2012
TMNP,34,107,,,8,Sparidae,Petrus rupestris,1,Kelp,,2012,Spring_summer_2012
TMNP,34,107,,,8,Scyliorhinidae,Poroderma africanum,1,Kelp,,2012,Spring_summer_2012
TMNP,34,107,,,8,Scyliorhinidae,Poroderma pantherinum,1,Kelp,,2012,Spring_summer_2012
TMNP,35,133,,,8,Sparidae,Boopsoidea inornata,5,Kelp,,2012,Spring_summer_2012
TMNP,35,133,,,8,Cheilodactylidae,Chirodactylus brachydactylus,1,Kelp,,2012,Spring_summer_2012
TMNP,35,133,,,8,Sparidae,Chrysoblephus laticeps,4,Kelp,,2012,Spring_summer_2012
TMNP,35,133,,,8,Clinidae,Clinus superciliosus,1,Kelp,,2012,Spring_summer_2012
TMNP,35,133,,,8,Sparidae,Diplodus capensis,3,Kelp,,2012,Spring_summer_2012
TMNP,35,133,,,8,Ariidae,Galeichthys feliceps,2,Kelp,,2012,Spring_summer_2012
TMNP,35,133,,,8,Scyliorhinidae,Haploblepharus edwardsii,2,Kelp,,2012,Spring_summer_2012
TMNP,35,133,,,8,Sparidae,Pachymetopon blochii,7,Kelp,,2012,Spring_summer_2012
TMNP,35,133,,,8,Sparidae,Rhabdosargus globiceps,3,Kelp,,2012,Spring_summer_2012
TMNP,35,133,,,8,Sparidae,Sarpa salpa,1,Kelp,,2012,Spring_summer_2012
TMNP,36,139,,,8,Sparidae,Chrysoblephus laticeps,2,Kelp,,2012,Spring_summer_2012
TMNP,36,139,,,8,Clinidae,Clinus superciliosus,1,Kelp,,2012,Spring_summer_2012
TMNP,36,139,,,8,Scyliorhinidae,Haploblepharus edwardsii,2,Kelp,,2012,Spring_summer_2012
TMNP,36,139,,,8,Scyliorhinidae,Haploblepharus pictus,2,Kelp,,2012,Spring_summer_2012
TMNP,36,139,,,8,Sparidae,Sarpa salpa,17,Kelp,,2012,Spring_summer_2012
TMNP,37,92,,,9,Sparidae,Boopsoidea inornata,2,Kelp,,2012,Spring_summer_2012
TMNP,37,92,,,9,Cheilodactylidae,Chirodactylus brachydactylus,1,Kelp,,2012,Spring_summer_2012
TMNP,37,92,,,9,Sparidae,Chrysoblephus laticeps,4,Kelp,,2012,Spring_summer_2012
TMNP,37,92,,,9,Clinidae,Clinus superciliosus,1,Kelp,,2012,Spring_summer_2012
TMNP,37,92,,,9,Sparidae,Diplodus capensis,1,Kelp,,2012,Spring_summer_2012
TMNP,37,92,,,9,Scyliorhinidae,Haploblepharus edwardsii,3,Kelp,,2012,Spring_summer_2012
TMNP,37,92,,,9,Scyliorhinidae,Haploblepharus pictus,1,Kelp,,2012,Spring_summer_2012
TMNP,37,92,,,9,Oplegnathidae,Oplegnathus conwayi,1,Kelp,,2012,Spring_summer_2012
TMNP,37,92,,,9,Sparidae,Pachymetopon blochii,5,Kelp,,2012,Spring_summer_2012
TMNP,37,92,,,9,Parascorpididae,Parascorpis typus,1,Kelp,,2012,Spring_summer_2012
TMNP,37,92,,,9,Sparidae,Petrus rupestris,2,Kelp,,2012,Spring_summer_2012
TMNP,37,92,,,9,Scyliorhinidae,Poroderma africanum,3,Kelp,,2012,Spring_summer_2012
TMNP,38,95,,,9,Sparidae,Boopsoidea inornata,4,Kelp,,2012,Spring_summer_2012
TMNP,38,95,,,9,Cheilodactylidae,Chirodactylus brachydactylus,1,Kelp,,2012,Spring_summer_2012
TMNP,38,95,,,9,Sparidae,Chrysoblephus laticeps,2,Kelp,,2012,Spring_summer_2012
TMNP,38,95,,,9,Clinidae,Clinus superciliosus,1,Kelp,,2012,Spring_summer_2012
TMNP,38,95,,,9,Sparidae,Diplodus hottentotus,4,Kelp,,2012,Spring_summer_2012
TMNP,38,95,,,9,Ariidae,Galeichthys feliceps,1,Kelp,,2012,Spring_summer_2012
TMNP,38,95,,,9,Scyliorhinidae,Haploblepharus edwardsii,3,Kelp,,2012,Spring_summer_2012
TMNP,38,95,,,9,Scyliorhinidae,Haploblepharus pictus,1,Kelp,,2012,Spring_summer_2012
TMNP,38,95,,,9,Sparidae,Pachymetopon blochii,3,Kelp,,2012,Spring_summer_2012
TMNP,38,95,,,9,Scyliorhinidae,Poroderma africanum,3,Kelp,,2012,Spring_summer_2012
TMNP,38,95,,,9,Sparidae,Sarpa salpa,105,Kelp,,2012,Spring_summer_2012
TMNP,38,95,,,9,Sparidae,Spondyliosoma emarginatum,2,Kelp,,2012,Spring_summer_2012
TMNP,39,97,,,9,Sparidae,Chrysoblephus laticeps,4,Kelp,,2012,Spring_summer_2012
TMNP,39,97,,,9,Clinidae,Clinus superciliosus,1,Kelp,,2012,Spring_summer_2012
TMNP,39,97,,,9,Dichistiidae,Dichistius capensis,3,Kelp,,2012,Spring_summer_2012
TMNP,39,97,,,9,Scyliorhinidae,Haploblepharus edwardsii,2,Kelp,,2012,Spring_summer_2012
TMNP,39,97,,,9,Scyliorhinidae,Haploblepharus pictus,2,Kelp,,2012,Spring_summer_2012
TMNP,39,97,,,9,Sparidae,Pachymetopon blochii,3,Kelp,,2012,Spring_summer_2012
TMNP,39,97,,,9,Parascorpididae,Parascorpis typus,1,Kelp,,2012,Spring_summer_2012
TMNP,39,97,,,9,Sparidae,Petrus rupestris,2,Kelp,,2012,Spring_summer_2012
TMNP,39,97,,,9,Scyliorhinidae,Poroderma africanum,1,Kelp,,2012,Spring_summer_2012
TMNP,39,97,,,9,Sparidae,Spondyliosoma emarginatum,1,Kelp,,2012,Spring_summer_2012
TMNP,40,104,,,9,Sparidae,Boopsoidea inornata,10,Reef,,2012,Spring_summer_2012
TMNP,40,104,,,9,Cheilodactylidae,Cheilodactylus fasciatus,1,Reef,,2012,Spring_summer_2012
TMNP,40,104,,,9,Cheilodactylidae,Chirodactylus brachydactylus,1,Reef,,2012,Spring_summer_2012
TMNP,40,104,,,9,Sparidae,Chrysoblephus gibbiceps,2,Reef,,2012,Spring_summer_2012
TMNP,40,104,,,9,Sparidae,Chrysoblephus laticeps,6,Reef,,2012,Spring_summer_2012
TMNP,40,104,,,9,Clinidae,Clinus superciliosus,1,Reef,,2012,Spring_summer_2012
TMNP,40,104,,,9,Dasyatidae,Dasyatis brevicaudata,1,Reef,,2012,Spring_summer_2012
TMNP,40,104,,,9,Scyliorhinidae,Haploblepharus edwardsii,5,Reef,,2012,Spring_summer_2012
TMNP,40,104,,,9,Scyliorhinidae,Haploblepharus pictus,2,Reef,,2012,Spring_summer_2012
TMNP,40,104,,,9,Sparidae,Pachymetopon aeneum,2,Reef,,2012,Spring_summer_2012
TMNP,40,104,,,9,Sparidae,Pachymetopon blochii,1,Reef,,2012,Spring_summer_2012
TMNP,40,104,,,9,Parascorpididae,Parascorpis typus,1,Reef,,2012,Spring_summer_2012
TMNP,40,104,,,9,Sparidae,Petrus rupestris,2,Reef,,2012,Spring_summer_2012
TMNP,40,104,,,9,Scyliorhinidae,Poroderma africanum,2,Reef,,2012,Spring_summer_2012
TMNP,40,104,,,9,Scyliorhinidae,Poroderma pantherinum,2,Reef,,2012,Spring_summer_2012
TMNP,41,105,,,9,Cheilodactylidae,Chirodactylus brachydactylus,1,Kelp,,2012,Spring_summer_2012
TMNP,41,105,,,9,Sparidae,Chrysoblephus laticeps,2,Kelp,,2012,Spring_summer_2012
TMNP,41,105,,,9,Clinidae,Clinus superciliosus,2,Kelp,,2012,Spring_summer_2012
TMNP,41,105,,,9,Ariidae,Galeichthys feliceps,1,Kelp,,2012,Spring_summer_2012
TMNP,41,105,,,9,Scyliorhinidae,Haploblepharus edwardsii,4,Kelp,,2012,Spring_summer_2012
TMNP,41,105,,,9,Scyliorhinidae,Haploblepharus pictus,1,Kelp,,2012,Spring_summer_2012
TMNP,41,105,,,9,Oplegnathidae,Oplegnathus conwayi,1,Kelp,,2012,Spring_summer_2012
TMNP,41,105,,,9,Sparidae,Pachymetopon blochii,6,Kelp,,2012,Spring_summer_2012
TMNP,41,105,,,9,Scyliorhinidae,Poroderma africanum,2,Kelp,,2012,Spring_summer_2012
TMNP,41,105,,,9,Scyliorhinidae,Poroderma pantherinum,1,Kelp,,2012,Spring_summer_2012
TMNP,42,106,,,9,Sparidae,Boopsoidea inornata,1,Kelp,,2012,Spring_summer_2012
TMNP,42,106,,,9,Cheilodactylidae,Cheilodactylus fasciatus,1,Kelp,,2012,Spring_summer_2012
TMNP,42,106,,,9,Cheilodactylidae,Chirodactylus brachydactylus,1,Kelp,,2012,Spring_summer_2012
TMNP,42,106,,,9,Sparidae,Chrysoblephus laticeps,2,Kelp,,2012,Spring_summer_2012
TMNP,42,106,,,9,Clinidae,Clinus superciliosus,1,Kelp,,2012,Spring_summer_2012
TMNP,42,106,,,9,Scyliorhinidae,Haploblepharus edwardsii,2,Kelp,,2012,Spring_summer_2012
TMNP,42,106,,,9,Scyliorhinidae,Haploblepharus pictus,3,Kelp,,2012,Spring_summer_2012
TMNP,42,106,,,9,Sparidae,Pachymetopon blochii,9,Kelp,,2012,Spring_summer_2012
TMNP,42,106,,,9,Sparidae,Petrus rupestris,1,Kelp,,2012,Spring_summer_2012
TMNP,42,106,,,9,Scyliorhinidae,Poroderma africanum,2,Kelp,,2012,Spring_summer_2012
TMNP,42,106,,,9,Scyliorhinidae,Poroderma pantherinum,1,Kelp,,2012,Spring_summer_2012
TMNP,43,88,,,10,Sparidae,Boopsoidea inornata,12,Reef,,2012,Spring_summer_2012
TMNP,43,88,,,10,Sparidae,Chrysoblephus laticeps,4,Reef,,2012,Spring_summer_2012
TMNP,43,88,,,10,Dasyatidae,Dasyatis brevicaudata,1,Reef,,2012,Spring_summer_2012
TMNP,43,88,,,10,Myxinidae,Eptatretus hexatrema,2,Reef,,2012,Spring_summer_2012
TMNP,43,88,,,10,Scyliorhinidae,Haploblepharus edwardsii,1,Reef,,2012,Spring_summer_2012
TMNP,43,88,,,10,Scyliorhinidae,Haploblepharus pictus,2,Reef,,2012,Spring_summer_2012
TMNP,43,88,,,10,Sparidae,Pachymetopon blochii,19,Reef,,2012,Spring_summer_2012
TMNP,43,88,,,10,Scyliorhinidae,Poroderma africanum,2,Reef,,2012,Spring_summer_2012
TMNP,43,88,,,10,Scyliorhinidae,Poroderma pantherinum,1,Reef,,2012,Spring_summer_2012
TMNP,44,91,,,10,Sparidae,Chrysoblephus laticeps,3,Reef,,2012,Spring_summer_2012
TMNP,44,91,,,10,Clinidae,Clinus superciliosus,1,Reef,,2012,Spring_summer_2012
TMNP,44,91,,,10,Scyliorhinidae,Haploblepharus pictus,1,Reef,,2012,Spring_summer_2012
TMNP,44,91,,,10,Sparidae,Pachymetopon blochii,7,Reef,,2012,Spring_summer_2012
TMNP,44,91,,,10,Scyliorhinidae,Poroderma africanum,3,Reef,,2012,Spring_summer_2012
TMNP,44,91,,,10,Sparidae,Spondyliosoma emarginatum,1,Reef,,2012,Spring_summer_2012
TMNP,45,102,,,10,Cheilodactylidae,Cheilodactylus fasciatus,1,Reef,,2012,Spring_summer_2012
TMNP,45,102,,,10,Cheilodactylidae,Chirodactylus brachydactylus,3,Reef,,2012,Spring_summer_2012
TMNP,45,102,,,10,Sparidae,Chrysoblephus laticeps,2,Reef,,2012,Spring_summer_2012
TMNP,45,102,,,10,Clinidae,Clinus superciliosus,1,Reef,,2012,Spring_summer_2012
TMNP,45,102,,,10,Myxinidae,Eptatretus hexatrema,4,Reef,,2012,Spring_summer_2012
TMNP,45,102,,,10,Scyliorhinidae,Haploblepharus edwardsii,5,Reef,,2012,Spring_summer_2012
TMNP,45,102,,,10,Scyliorhinidae,Haploblepharus pictus,1,Reef,,2012,Spring_summer_2012
TMNP,45,102,,,10,Sparidae,Pachymetopon blochii,11,Reef,,2012,Spring_summer_2012
TMNP,45,102,,,10,Parascorpididae,Parascorpis typus,1,Reef,,2012,Spring_summer_2012
TMNP,45,102,,,10,Sparidae,Petrus rupestris,1,Reef,,2012,Spring_summer_2012
TMNP,46,103,,,10,Sparidae,Boopsoidea inornata,1,Reef,,2012,Spring_summer_2012
TMNP,46,103,,,10,Cheilodactylidae,Chirodactylus brachydactylus,1,Reef,,2012,Spring_summer_2012
TMNP,46,103,,,10,Sparidae,Chrysoblephus laticeps,2,Reef,,2012,Spring_summer_2012
TMNP,46,103,,,10,Clinidae,Clinus superciliosus,2,Reef,,2012,Spring_summer_2012
TMNP,46,103,,,10,Dasyatidae,Dasyatis brevicaudata,1,Reef,,2012,Spring_summer_2012
TMNP,46,103,,,10,Myxinidae,Eptatretus hexatrema,2,Reef,,2012,Spring_summer_2012
TMNP,46,103,,,10,Scyliorhinidae,Haploblepharus edwardsii,2,Reef,,2012,Spring_summer_2012
TMNP,46,103,,,10,Scyliorhinidae,Haploblepharus pictus,1,Reef,,2012,Spring_summer_2012
TMNP,46,103,,,10,Sparidae,Pachymetopon blochii,5,Reef,,2012,Spring_summer_2012
TMNP,46,103,,,10,Scyliorhinidae,Poroderma africanum,2,Reef,,2012,Spring_summer_2012
TMNP,47,90,,,11,Sparidae,Chrysoblephus laticeps,1,Kelp,,2012,Spring_summer_2012
TMNP,47,90,,,11,Clinidae,Clinus superciliosus,2,Kelp,,2012,Spring_summer_2012
TMNP,47,90,,,11,Myxinidae,Eptatretus hexatrema,3,Kelp,,2012,Spring_summer_2012
TMNP,47,90,,,11,Scyliorhinidae,Haploblepharus edwardsii,2,Kelp,,2012,Spring_summer_2012
TMNP,47,90,,,11,Scyliorhinidae,Haploblepharus pictus,3,Kelp,,2012,Spring_summer_2012
TMNP,47,90,,,11,Sparidae,Pachymetopon blochii,9,Kelp,,2012,Spring_summer_2012
TMNP,48,96,,,11,Sparidae,Boopsoidea inornata,1,Reef,,2012,Spring_summer_2012
TMNP,48,96,,,11,Cheilodactylidae,Chirodactylus brachydactylus,2,Reef,,2012,Spring_summer_2012
TMNP,48,96,,,11,Sparidae,Chrysoblephus laticeps,3,Reef,,2012,Spring_summer_2012
TMNP,48,96,,,11,Clinidae,Clinus superciliosus,3,Reef,,2012,Spring_summer_2012
TMNP,48,96,,,11,Scyliorhinidae,Haploblepharus edwardsii,2,Reef,,2012,Spring_summer_2012
TMNP,48,96,,,11,Scyliorhinidae,Haploblepharus pictus,2,Reef,,2012,Spring_summer_2012
TMNP,48,96,,,11,Sparidae,Pachymetopon blochii,5,Reef,,2012,Spring_summer_2012
TMNP,48,96,,,11,Parascorpididae,Parascorpis typus,1,Reef,,2012,Spring_summer_2012
TMNP,48,96,,,11,Sparidae,Petrus rupestris,1,Reef,,2012,Spring_summer_2012
TMNP,48,96,,,11,Scyliorhinidae,Poroderma africanum,3,Reef,,2012,Spring_summer_2012
TMNP,48,96,,,11,Sparidae,Spondyliosoma emarginatum,1,Reef,,2012,Spring_summer_2012
TMNP,48,96,,,11,Triakidae,Triakis megalopterus,1,Reef,,2012,Spring_summer_2012
TMNP,49,89,,,12,Tetraodontinae,Amblyrhynchotes honckenii,1,Kelp,,2012,Spring_summer_2012
TMNP,49,89,,,12,Sparidae,Boopsoidea inornata,12,Kelp,,2012,Spring_summer_2012
TMNP,49,89,,,12,Sparidae,Chrysoblephus gibbiceps,5,Kelp,,2012,Spring_summer_2012
TMNP,49,89,,,12,Sparidae,Chrysoblephus laticeps,8,Kelp,,2012,Spring_summer_2012
TMNP,49,89,,,12,Clinidae,Clinus superciliosus,1,Kelp,,2012,Spring_summer_2012
TMNP,49,89,,,12,Sparidae,Diplodus hottentotus,3,Kelp,,2012,Spring_summer_2012
TMNP,49,89,,,12,Myxinidae,Eptatretus hexatrema,1,Kelp,,2012,Spring_summer_2012
TMNP,49,89,,,12,Scyliorhinidae,Haploblepharus edwardsii,3,Kelp,,2012,Spring_summer_2012
TMNP,49,89,,,12,Scyliorhinidae,Haploblepharus pictus,3,Kelp,,2012,Spring_summer_2012
TMNP,49,89,,,12,Hexanchidae,Notorynchus cepedianus,3,Kelp,,2012,Spring_summer_2012
TMNP,49,89,,,12,Sparidae,Petrus rupestris,4,Kelp,,2012,Spring_summer_2012
TMNP,49,89,,,12,Scyliorhinidae,Poroderma africanum,2,Kelp,,2012,Spring_summer_2012
TMNP,49,89,,,12,Sparidae,Sarpa salpa,4,Kelp,,2012,Spring_summer_2012
TMNP,49,89,,,12,Sparidae,Spondyliosoma emarginatum,3,Kelp,,2012,Spring_summer_2012
TMNP,50,93,,,12,Sparidae,Boopsoidea inornata,49,Reef,,2012,Spring_summer_2012
TMNP,50,93,,,12,Cheilodactylidae,Chirodactylus brachydactylus,1,Reef,,2012,Spring_summer_2012
TMNP,50,93,,,12,Sparidae,Chrysoblephus laticeps,2,Reef,,2012,Spring_summer_2012
TMNP,50,93,,,12,Clinidae,Clinus superciliosus,1,Reef,,2012,Spring_summer_2012
TMNP,50,93,,,12,Scyliorhinidae,Haploblepharus edwardsii,1,Reef,,2012,Spring_summer_2012
TMNP,50,93,,,12,Scyliorhinidae,Haploblepharus pictus,1,Reef,,2012,Spring_summer_2012
TMNP,50,93,,,12,Sparidae,Pachymetopon blochii,9,Reef,,2012,Spring_summer_2012
TMNP,50,93,,,12,Sparidae,Petrus rupestris,2,Reef,,2012,Spring_summer_2012
TMNP,50,93,,,12,Scyliorhinidae,Poroderma africanum,2,Reef,,2012,Spring_summer_2012
TMNP,50,93,,,12,Scyliorhinidae,Poroderma pantherinum,1,Reef,,2012,Spring_summer_2012
TMNP,50,93,,,12,Sparidae,Spondyliosoma emarginatum,3,Reef,,2012,Spring_summer_2012
TMNP,51,98,,,12,Tetraodontinae,Amblyrhynchotes honckenii,2,Kelp,,2012,Spring_summer_2012
TMNP,51,98,,,12,Sparidae,Boopsoidea inornata,1,Kelp,,2012,Spring_summer_2012
TMNP,51,98,,,12,Cheilodactylidae,Cheilodactylus fasciatus,1,Kelp,,2012,Spring_summer_2012
TMNP,51,98,,,12,Cheilodactylidae,Chirodactylus brachydactylus,1,Kelp,,2012,Spring_summer_2012
TMNP,51,98,,,12,Sparidae,Chrysoblephus laticeps,4,Kelp,,2012,Spring_summer_2012
TMNP,51,98,,,12,Clinidae,Clinus superciliosus,1,Kelp,,2012,Spring_summer_2012
TMNP,51,98,,,12,Myxinidae,Eptatretus hexatrema,1,Kelp,,2012,Spring_summer_2012
TMNP,51,98,,,12,Scyliorhinidae,Haploblepharus edwardsii,4,Kelp,,2012,Spring_summer_2012
TMNP,51,98,,,12,Scyliorhinidae,Haploblepharus pictus,2,Kelp,,2012,Spring_summer_2012
TMNP,51,98,,,12,Sparidae,Pachymetopon blochii,9,Kelp,,2012,Spring_summer_2012
TMNP,51,98,,,12,Parascorpididae,Parascorpis typus,2,Kelp,,2012,Spring_summer_2012
TMNP,51,98,,,12,Scyliorhinidae,Poroderma pantherinum,1,Kelp,,2012,Spring_summer_2012
TMNP,51,98,,,12,Sparidae,Spondyliosoma emarginatum,6,Kelp,,2012,Spring_summer_2012
TMNP,52,101,,,12,Sparidae,Chrysoblephus laticeps,3,Kelp,,2012,Spring_summer_2012
TMNP,52,101,,,12,Clinidae,Clinus superciliosus,1,Kelp,,2012,Spring_summer_2012
TMNP,52,101,,,12,Dichistiidae,Dichistius capensis,1,Kelp,,2012,Spring_summer_2012
TMNP,52,101,,,12,Scyliorhinidae,Haploblepharus edwardsii,2,Kelp,,2012,Spring_summer_2012
TMNP,52,101,,,12,Scyliorhinidae,Haploblepharus pictus,1,Kelp,,2012,Spring_summer_2012
TMNP,52,101,,,12,Sparidae,Pachymetopon blochii,2,Kelp,,2012,Spring_summer_2012
TMNP,52,101,,,12,Scyliorhinidae,Poroderma africanum,3,Kelp,,2012,Spring_summer_2012
TMNP,52,101,,,12,Sparidae,Spondyliosoma emarginatum,1,Kelp,,2012,Spring_summer_2012
TMNP,53,109,,,12,Sparidae,Boopsoidea inornata,9,Kelp,,2012,Spring_summer_2012
TMNP,53,109,,,12,Cheilodactylidae,Chirodactylus brachydactylus,2,Kelp,,2012,Spring_summer_2012
TMNP,53,109,,,12,Sparidae,Chrysoblephus laticeps,3,Kelp,,2012,Spring_summer_2012
TMNP,53,109,,,12,Clinidae,Clinus superciliosus,1,Kelp,,2012,Spring_summer_2012
TMNP,53,109,,,12,Dichistiidae,Dichistius capensis,1,Kelp,,2012,Spring_summer_2012
TMNP,53,109,,,12,Sparidae,Diplodus capensis,2,Kelp,,2012,Spring_summer_2012
TMNP,53,109,,,12,Scyliorhinidae,Haploblepharus edwardsii,2,Kelp,,2012,Spring_summer_2012
TMNP,53,109,,,12,Scyliorhinidae,Haploblepharus pictus,1,Kelp,,2012,Spring_summer_2012
TMNP,53,109,,,12,Sparidae,Pachymetopon aeneum,2,Kelp,,2012,Spring_summer_2012
TMNP,53,109,,,12,Sparidae,Pachymetopon blochii,29,Kelp,,2012,Spring_summer_2012
TMNP,53,109,,,12,Scyliorhinidae,Poroderma africanum,2,Kelp,,2012,Spring_summer_2012
TMNP,53,109,,,12,Sparidae,Sarpa salpa,49,Kelp,,2012,Spring_summer_2012
TMNP,54,123,,,12,Cheilodactylidae,Cheilodactylus fasciatus,1,Reef,,2012,Spring_summer_2012
TMNP,54,123,,,12,Cheilodactylidae,Chirodactylus brachydactylus,2,Reef,,2012,Spring_summer_2012
TMNP,54,123,,,12,Sparidae,Chrysoblephus laticeps,1,Reef,,2012,Spring_summer_2012
TMNP,54,123,,,12,Sparidae,Gymnocrotaphus curvidens,1,Reef,,2012,Spring_summer_2012
TMNP,54,123,,,12,Sparidae,Pachymetopon blochii,28,Reef,,2012,Spring_summer_2012
TMNP,54,123,,,12,Sparidae,Spondyliosoma emarginatum,1,Reef,,2012,Spring_summer_2012
TMNP,55,138,,,12,Cheilodactylidae,Chirodactylus brachydactylus,1,Kelp,,2012,Spring_summer_2012
TMNP,55,138,,,12,Sparidae,Chrysoblephus laticeps,3,Kelp,,2012,Spring_summer_2012
TMNP,55,138,,,12,Scyliorhinidae,Haploblepharus edwardsii,1,Kelp,,2012,Spring_summer_2012
TMNP,55,138,,,12,Scyliorhinidae,Poroderma africanum,3,Kelp,,2012,Spring_summer_2012
TMNP,55,138,,,12,Sparidae,Sarpa salpa,1,Kelp,,2012,Spring_summer_2012
TMNP,56,94,,,13,Sparidae,Boopsoidea inornata,4,Kelp,,2012,Spring_summer_2012
TMNP,56,94,,,13,Cheilodactylidae,Chirodactylus brachydactylus,1,Kelp,,2012,Spring_summer_2012
TMNP,56,94,,,13,Sparidae,Chrysoblephus laticeps,1,Kelp,,2012,Spring_summer_2012
